Order Date,Profit,Sales
2014-03-31,36.47785294117647,430.68578431372543
2014-06-30,87.55342950819673,784.4511901639345
2014-09-30,137.3583640625,1024.528515625
2014-12-31,87.96643684210527,1142.7332960526317
2015-03-31,91.14652325581395,801.1627930232557
2015-06-30,135.89095762711864,954.7472627118643
2015-09-30,144.73001587301587,993.0351904761905
2015-12-31,103.68407083333334,1247.8337805555557
2016-03-31,25.001452,534.75545
2016-06-30,116.83232054794519,824.0200616438357
2016-09-30,155.77472285714285,1046.3249985714285
2016-12-31,182.84026493506494,1163.1511987012989
2017-03-31,84.3781442622951,822.8085327868853
2017-06-30,87.73685972222222,699.5524875
2017-09-30,115.23752162162162,1010.1044662162163
2017-12-31,144.8472282051282,1279.633403846154
